stat_Year,stateName,reportName,farmType,category,categoryValue,category2,category2Value,variableId,variableName,variableSequence,variableLevel,variableGroup,variableGroupId,variableUnit,variableDesc,variableIsInValid,estimate,median,statistic,rse,unreliable_Est,dec_Disp,series,serie_Dim,series2,serie2_Dim,series_Element,serie_Element_Dim,series2_Element,serie2_Element_Dim,fips_St,survey_Abb,survey_Dim,subject_Num,subject_Dim,topic_Abb,variable,topic_Dim,report_Num,report_Dim,state
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evseedp,Seed and plants,120,3,,,Dollars per farm,"Expenses for purchases of seeds, plants, and related expenses such as seed cleaning, inoculation, rooting hormones, bagging, germinating, and delinting",False,79155,48000.0,MEAN,6.3,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evseedp,Seed and plants,"{'abb': 'evseedp', 'header': 'Seed and plants', 'desc': 'Expenses for purchases of seeds, plants, and related expenses such as seed cleaning, inoculation, rooting hormones, bagging, germinating, and delinting', 'seq': 120, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVSEEDP Seed and plants'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evseedp,Seed and plants,120,3,,,Dollars per farm,"Expenses for purchases of seeds, plants, and related expenses such as seed cleaning, inoculation, rooting hormones, bagging, germinating, and delinting",False,85679,52100.0,MEAN,3.2,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evseedp,Seed and plants,"{'abb': 'evseedp', 'header': 'Seed and plants', 'desc': 'Expenses for purchases of seeds, plants, and related expenses such as seed cleaning, inoculation, rooting hormones, bagging, germinating, and delinting', 'seq': 120, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVSEEDP Seed and plants'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evfertc,Fertilizer and chemicals,130,3,,,Dollars per farm,"Amount the farm operation paid for commercial fertilizers, lime and soil conditioners, pesticides, insecticides, herbicides, fungicides, defoliants, nematicides, fumigants, growth regulators, and rodenticides used on crops, pasture, acreage idled under government programs, seeds, crop storage buildings or seed beds.",False,147989,90000.0,MEAN,3.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evfertc,Fertilizer and chemicals,"{'abb': 'evfertc', 'header': 'Fertilizer and chemicals', 'desc': 'Amount the farm operation paid for commercial fertilizers, lime and soil conditioners, pesticides, insecticides, herbicides, fungicides, defoliants, nematicides, fumigants, growth regulators, and rodenticides used on crops, pasture, acreage idled under government programs, seeds, crop storage buildings or seed beds.', 'seq': 130, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVFERTC Fertilizer and chemicals'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evfertc,Fertilizer and chemicals,130,3,,,Dollars per farm,"Amount the farm operation paid for commercial fertilizers, lime and soil conditioners, pesticides, insecticides, herbicides, fungicides, defoliants, nematicides, fumigants, growth regulators, and rodenticides used on crops, pasture, acreage idled under government programs, seeds, crop storage buildings or seed beds.",False,147522,89500.0,MEAN,6.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evfertc,Fertilizer and chemicals,"{'abb': 'evfertc', 'header': 'Fertilizer and chemicals', 'desc': 'Amount the farm operation paid for commercial fertilizers, lime and soil conditioners, pesticides, insecticides, herbicides, fungicides, defoliants, nematicides, fumigants, growth regulators, and rodenticides used on crops, pasture, acreage idled under government programs, seeds, crop storage buildings or seed beds.', 'seq': 130, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVFERTC Fertilizer and chemicals'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evutil,Utilities,140,3,,,Dollars per farm,"Farm operations' share of expenses for electricity, telephone, and water including charges for irrigation water and electricity.",False,26377,8852.0,MEAN,5.0,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evutil,Utilities,"{'abb': 'evutil', 'header': 'Utilities', 'desc': ""Farm operations' share of expenses for electricity, telephone, and water including charges for irrigation water and electricity."", 'seq': 140, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVUTIL Utilities'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evutil,Utilities,140,3,,,Dollars per farm,"Farm operations' share of expenses for electricity, telephone, and water including charges for irrigation water and electricity.",False,26025,9000.0,MEAN,2.9,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evutil,Utilities,"{'abb': 'evutil', 'header': 'Utilities', 'desc': ""Farm operations' share of expenses for electricity, telephone, and water including charges for irrigation water and electricity."", 'seq': 140, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVUTIL Utilities'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evlabor,Labor,150,3,,,Dollars per farm,"Expenses for contract and hired labor engaged in ""agricultural work"" during the calendar year.  Total cash wages include bonuses for all hired workers(including paid family members) and employees' share of social security taxes.  Costs associated with fringe benefits such as insurance, pensions, workers compensation, and unemployment compensation are also included in labor expense.  Wages paid to operators that are not hired managers are excluded.",False,121814,18000.0,MEAN,5.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evlabor,Labor,"{'abb': 'evlabor', 'header': 'Labor', 'desc': 'Expenses for contract and hired labor engaged in ""agricultural work"" during the calendar year.  Total cash wages include bonuses for all hired workers(including paid family members) and employees\' share of social security taxes.  Costs associated with fringe benefits such as insurance, pensions, workers compensation, and unemployment compensation are also included in labor expense.  Wages paid to operators that are not hired managers are excluded.', 'seq': 150, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVLABOR Labor'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evlabor,Labor,150,3,,,Dollars per farm,"Expenses for contract and hired labor engaged in ""agricultural work"" during the calendar year.  Total cash wages include bonuses for all hired workers(including paid family members) and employees' share of social security taxes.  Costs associated with fringe benefits such as insurance, pensions, workers compensation, and unemployment compensation are also included in labor expense.  Wages paid to operators that are not hired managers are excluded.",False,134072,22000.0,MEAN,4.8,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evlabor,Labor,"{'abb': 'evlabor', 'header': 'Labor', 'desc': 'Expenses for contract and hired labor engaged in ""agricultural work"" during the calendar year.  Total cash wages include bonuses for all hired workers(including paid family members) and employees\' share of social security taxes.  Costs associated with fringe benefits such as insurance, pensions, workers compensation, and unemployment compensation are also included in labor expense.  Wages paid to operators that are not hired managers are excluded.', 'seq': 150, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVLABOR Labor'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evfuelo,Fuels and oils,160,3,,,Dollars per farm,"Farm share of the operations' purchases of diesel, gasoline, liquid petroleum, natural gas, other fuels (kerosene, coal, wood), and motor oils and fluids. Includes fuels used for heating farm buildings and offices, drying or curing crops, and all machinery and equipment (including irrigation pumps).",False,38047,22000.0,MEAN,3.3,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evfuelo,Fuels and oils,"{'abb': 'evfuelo', 'header': 'Fuels and oils', 'desc': ""Farm share of the operations' purchases of diesel, gasoline, liquid petroleum, natural gas, other fuels (kerosene, coal, wood), and motor oils and fluids. Includes fuels used for heating farm buildings and offices, drying or curing crops, and all machinery and equipment (including irrigation pumps)."", 'seq': 160, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVFUELO Fuels and oils'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evfuelo,Fuels and oils,160,3,,,Dollars per farm,"Farm share of the operations' purchases of diesel, gasoline, liquid petroleum, natural gas, other fuels (kerosene, coal, wood), and motor oils and fluids. Includes fuels used for heating farm buildings and offices, drying or curing crops, and all machinery and equipment (including irrigation pumps).",False,39859,23500.0,MEAN,3.6,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evfuelo,Fuels and oils,"{'abb': 'evfuelo', 'header': 'Fuels and oils', 'desc': ""Farm share of the operations' purchases of diesel, gasoline, liquid petroleum, natural gas, other fuels (kerosene, coal, wood), and motor oils and fluids. Includes fuels used for heating farm buildings and offices, drying or curing crops, and all machinery and equipment (including irrigation pumps)."", 'seq': 160, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVFUELO Fuels and oils'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,evmainr,Repairs and maintenance,170,3,,,Dollars per farm,"Amount paid by the operation for repairs and maintenance of motor vehicles, machinery and equipment, irrigation and frost protection equipment, farm buildings, the operator's dwelling, and any other labor dwellings, fencing, soil conservation structures, drainage structures, and any other farm or ranch structures (corrals, feedlots, feeding floors).",False,48366,28000.0,MEAN,11.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",evmainr,Repairs and maintenance,"{'abb': 'evmainr', 'header': 'Repairs and maintenance', 'desc': ""Amount paid by the operation for repairs and maintenance of motor vehicles, machinery and equipment, irrigation and frost protection equipment, farm buildings, the operator's dwelling, and any other labor dwellings, fencing, soil conservation structures, drainage structures, and any other farm or ranch structures (corrals, feedlots, feeding floors)."", 'seq': 170, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EVMAINR Repairs and maintenance'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
